Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
29625992,The Invention of Nature: The Adventures of Alexander von Humboldt,Andrea Wulf,"Wulf, Andrea",,,9.78E+12,3,4.31,John Murray,Paperback,473,2016,2015,28/06/2023,30/05/2023,"non-fiction, history","non-fiction (#163), history (#31)",read,"This book tells the interesting life story of Prussian scientist and grandfather of ecology, Alexander von Humboldt. It covers a generally interesting time period (French revolution, Napoleonic wars, South American independence) and characters along the way (Charles Darwin, Simon Bolivar, Goethe, Thoreau, etc). There are even an additional three chapters after Humboldt's death describing how others were influenced by him (George Marsh, Ernst Haeckel, and John Muir). The book has obviously been thoroughly researched with plenty of quotations from journals, letters, and other publications (the last third of the book is just end notes!). It was a mostly interesting read, but got a little repetitive and sometimes too mired in the detail.",,,1,0,,,,,,,
839320,The Photograph (Oxford History of Art),Graham Clarke,"Clarke, Graham",,192842005,9.78E+12,3,3.86,Oxford University Press,Paperback,248,1997,1997,27/06/2023,01/06/2023,non-fiction,non-fiction (#164),read,"This was my first taste of the Oxford History of Art series. <br/><br/>The good: I learnt about some interesting photographers like Diane Arbus, Chris Killip, Martin Parr, Brassaï, André Kertész, and Ernst Haas. There was a range of different photographic styles and sometimes the interpretation/criticism helped to explain what makes photos 'good'. <br/><br/>The bad: the writing style! A few snippets: ""Phenomenologically, there is a primary concern with the thingness of things"", ""...a complex typology as to how space is suggestive of the mythology of possibility and freedom, and historical and sociological realities"", and ""The image is concerned with the quizzical nature of presence"". Also, the book focuses heavily on black and white photography, and most of the works are somewhat dated (the book was published in 1995 but even so, most examples were from the early to mid 20th century). ",,,1,0,,,,,,,
54993634,"Exercised: The Science of Physical Activity, Rest and Health",Daniel E. Lieberman,"Lieberman, Daniel E.",,,,3,4.18,Penguin,Kindle Edition,464,2020,2021,26/06/2023,09/06/2023,non-fiction,non-fiction (#165),read,"This wasn't a particularly great read, though it sounded so interesting. The book is predicated on the fact that humans didn't evolve to exercise, which is why we find it hard to find time for. I think there's too much time spent on the evolutionary history of homo sapiens and comparisons with hunter-gatherers - we get it, we're WEIRD, now please just focus on the science. There were some interesting things like how sedentariness causes inflammation, how muscles work, how physical activity is measured/quantified, but these tidbits were too few and far between. ",,,1,0,,,,,,,
24568234,The Paying Guests,Sarah Waters,"Waters, Sarah",,349004609,9.78E+12,2,3.45,Virago,Paperback,599,2015,2014,09/06/2023,19/05/2023,fiction,fiction (#235),read,"Set in 1920s London, this is the story of a mother and daughter who take on two lodgers to avoid slipping further into debt, and of the illicit relationship that ensues between the daughter and one of the lodgers. Had there been some kind of irresistible intrigue, unsolved mystery, or unexpected twist this book may have merited its 600 pages. But there was not. And it did not.",,,1,0,,,,,,,
17873052,The Paintings that Revolutionized Art,Claudia Stauble,"Stauble, Claudia",Julie Kiefer,379134790X,9.78E+12,5,4.2,Prestel,Hardcover,288,2013,2013,25/05/2023,06/05/2023,non-fiction,non-fiction (#162),read,,,,1,0,,,,,,,
56088461,Exciting Times,Naoise Dolan,"Dolan, Naoise",,1474613462,9.78E+12,3,3.24,W&N,Paperback,277,2021,2020,18/05/2023,14/05/2023,fiction,fiction (#234),read,"Exciting Times is the story of 22-year-old Ava who moves to Hong Kong to teach English as a foreign language. It centres on Ava's romantic relationship with Julian, an emotionally neutered banker, and subsequently with Edith, a junior lawyer, with power dynamics and sexuality being key themes. The writing style is sardonic and wry, and replete with references to text messages and Instagram. It was an interesting read because of its setting, but Ava's frenetic machinations and incessant self-loathing leave a bit of a bitter taste. ",,,1,0,,,,,,,
11074086,My Sister's Keeper,Jodi Picoult,"Picoult, Jodi",,1848941463,9.78E+12,4,4.1,Hodder,Kindle Edition,432,2009,2004,12/05/2023,05/05/2023,fiction,fiction (#233),read,,,,1,0,,,,,,,
41221634,Bullshit Jobs: The Rise of Pointless Work and What We Can Do About It,David Graeber,"Graeber, David",,141983477,9.78E+12,4,4.04,Penguin,Paperback,368,2019,2018,03/05/2023,21/04/2023,non-fiction,non-fiction (#161),read,"I enjoyed this, partly because like many people, I have elements of bullshit in my own job (though would stop short in describing my whole job as bullshit!). The best part of the book was the first half which includes testimonies from people with bullshit jobs, as well as a typology (flunkies, goons, duct tapers, box tickers, and taskmasters). Graeber then delves into some reasons for the rise of bullshit jobs but this felt a bit academic and desultory (in my opinion the concepts of spiritual violence, managerial feudalism, and social value weren't explained super clearly). I did enjoy the comparison of bullshit jobs to BDSM though (i.e. in both cases, both parties are engaging in make-believe but only in the latter case can one utter a safe word to make it stop!).",,,1,0,,,,,,,
56282073,Heaven,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd",,,3,3.81,Picador,Kindle Edition,192,2021,2009,02/05/2023,27/04/2023,fiction,fiction (#232),read,"3.5 stars. This was a difficult read thanks to its heavy themes of bullying, depression, suicide, and nihilism, but these were countered by its brevity and easy-to-read prose. The 14-year-old unnamed narrator is bullied mercilessly for his lazy eye to the extent that he becomes somewhat disassociated from reality (there are some very upsetting scenes). He enters into an off-and-on friendship with fellow bullied classmate Kojima. I find it difficult to articulate, but there is a theme here about meaning. Kojima finds meaning in lots of things, including being bullied, and this view is contrasted with that of Momosa, one of the bulliers, who expresses his nihilistic worldview and utter rejection of any meaning at all. Once the bullying comes to a stop, the narrator gets corrective surgery for his eye and begins to see the world in a new way - perhaps this is a metaphor for the oppressive chokehold suffered by victims of bullying. ",,,1,0,,,,,,,
28818613,Geography: Ideas in Profile,Danny Dorling,"Dorling, Danny",Carl Lee,178125530X,9.78E+12,2,4.09,IPS - Profile Books,Paperback,175,2016,2016,23/04/2023,19/04/2023,non-fiction,non-fiction (#160),read,"Not impressed with this at all. I thought it would be an overview of the academic field of geography. I thought it would discuss key concepts, thinkers, and findings in the field. I thought I would learn about the tools geographers use to answer their questions. Instead, I got a meandering and jumbled 'report card' on the world's big issues as of 2016 (especially climate change). <br/><br/>At the end they say this: ""Indeed, geography may appear to cover every subject. Yet, this is what makes geography so important: it is the enabling subject. It enables us to join physics with culture, biology with philosophy, and even zoology with architecture."" What a shame the authors neglected to include any of those interesting topics here. ",,,1,0,,,,,,,
7315095,The Canterbury Tales: A Retelling,Peter Ackroyd,"Ackroyd, Peter","Geoffrey Chaucer, Nick Bantock",141442298,9.78E+12,2,3.56,Penguin Classics,Paperback,436,2010,2009,21/04/2023,15/03/2023,fiction,fiction (#230),read,"Having never attempted the original Canterbury Tales, I thought this would be a good introduction to its stories. I think what Peter Ackroyd has done here is brilliant, and I'm a fan of his historical (non-fiction) writing. However, I didn't actual enjoy the majority of the tales here as they were overly long, obsessed with religious and classical references, and mostly just dead boring. That said, I do appreciate a lot of the themes running through the tales, most of which are still relevant to today's society. ",,,1,0,,,,,,,
19165820,The State of Africa: A History of the Continent Since Independence,Martin Meredith,"Meredith, Martin",,,,3,4.19,Simon & Schuster UK,Kindle Edition,1060,2011,2005,19/04/2023,06/03/2023,non-fiction,non-fiction (#159),read,"The majority of this book was a slog to read. I was hoping for more of a storytelling style, some analysis or synthesis of trends and events, and most importantly some insights into 'the state of Africa' since independence. Instead, I got dozens of mini case studies (or biographies of dictators) crammed with detail, with nothing to link them together. But then again, this would be difficult to achieve because Africa is a large continent with lots of things going on! Obviously there are lots of negative things to dwell on here: dictators, civil wars, corruption, racism, famine, etc, but I would have liked more on the positive side of things, especially as of 2011 when the book was published. ",,,1,0,,,,,,,
28010569,War and Peace,Leo Tolstoy,"Tolstoy, Leo",Antony Briggs,241265541,9.78E+12,4,4.16,Penguin Classics,Hardcover,1440,2016,1868,16/04/2023,06/01/2023,fiction,fiction (#231),read,"An epic tale following the Bolkonsky, Rostov, and Bezhukov noble families in Russia during the Napoleonic wars. There was a lot to appreciate in this story like Tolstoy's humanist/absurdist outlook on life, the search for meaning, and some of the relationships between the myriad characters. I don't think it's controversial to say that the 'War' parts are overly long and detailed and that the whole novel could have been 500 pages shorter. It was an easy read, though after 1,200 pages I really wasn't in the mood for the 100-page epilogue full of philosophical ramblings!",,,1,0,,,,,,,
41155015,"A Short History of Ireland, 1500-2000",John Gibney,"Gibney, John",,300244363,9.78E+12,4,3.73,Yale University Press,Paperback,304,2019,2017,10/03/2023,24/02/2023,"non-fiction, history",history (#30),read,"Coming from a place of relative ignorance, this was an excellent primer on the history of Ireland. A quick glance at the Chronology section at the start shows a litany of grievances, rebellions, wars, famines, conflicts, and troubles - Ireland really has had it rough. I found it interesting how Britain actually exacerbated conflicts with its often heavy-handed response, and how Ireland formed alliances and solidarities with enemies of Britain (Spain, France, South African boers, and even Gaddafi). The book ends with the 1998 Good Friday Agreement, but I feel that it just skipped over it - I had to rely on Google completely for that one.",,,1,0,,,,,,,
46258338,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,1408803313,,3,4.19,Bloomsbury Publishing,Kindle Edition,257,2009,2008,06/03/2023,03/03/2023,fiction,fiction (#229),read,"This is a post-war story about a woman who takes up an invitation to visit Guernsey to write about its experience of the German occupation. It's an interesting and original premise but unfortunately it's all told in an epistolary format. This made sense for the first part of the book where Juliet is receiving letters from the various members of the Literary Society, but I expected it to change to prose when she actually travelled to the island. The letter-writing just made it feel 2D to me, and the trailer for the film makes the story feel much more 'alive'. Not very much happens in the story (though its central plot is a romantic one), so in my opinion this provides all the more need for living, breathing prose to bring the characters and their stories to life. ",,,1,0,,,,,,,
60751260,The Age of The Strongman: How the Cult of the Leader Threatens Democracy around the World,Gideon Rachman,"Rachman, Gideon",,,,3,4.07,Vintage Digital,Kindle Edition,277,2022,2022,23/02/2023,18/02/2023,non-fiction,non-fiction (#158),read,"Through several vignettes of 'strongman' world leaders, this book describes trends in geopolitics within the last 20 or so years. I wasn't a fan of structure where each leader is covered in a separate chapter (they have so many commonalities that this felt repetitive). Really, the themes of the book are the rise of populism and the battle between democracy and autocracy, and more of a synthesis would have made it a better read (the epilogue just starts to provide this). You'd have to have been living under a rock for the last 20 years or be very ignorant of current affairs to not already know something about the majority of the leaders discussed here, though I did learn some things about Orban, Duterte, 'Amlo', and George Soros.",,,1,0,,,,,,,
36173628,The Color Purple,Alice Walker,"Walker, Alice",,147460725X,9.78E+12,4,4.27,Weidenfeld & Nicolson,Paperback,262,2017,1982,11/02/2023,01/02/2023,fiction,fiction (#228),read,"Celie is born into a life of racism, poverty, and abuse. She becomes separated from her sister Nettie and finds herself in a new - yet also abusive - relationship with her husband, the ominously named 'Mr -----'. There's great character development in this story told through Celie's prayers and her and Nettie's letters to each other. The story has so many layers - gender, race, sexuality, religion, etc, but I must admit that I found it a little difficult to read thanks to the consistent use of dialect and lack of traditional punctuation. ",,,1,0,,,,,,,
26533546,Education in Britain: 1944 to the Present,Ken Jones,"Jones, Ken",,745663222,9.78E+12,3,3.78,Polity,Paperback,264,2015,2003,11/02/2023,04/01/2023,non-fiction,non-fiction (#155),read,"This books covers the history of educational policy in the UK from 1944-2016. As a textbook, the writing is dense and hard-going, but there are some interesting insights to be had. The book covers a lot of material, dealing with a patchwork of reports, acts, and circulars, with dedicated sections for each of the four nations in every chapter. But it also discusses some of the underlying themes and motivations, and trends in educational policy. For me, one of the most interesting of these was the enduring legacy of the grammar school - how subsequent structural reforms always harked back to the 'good old days' of grammar schooling experienced by the vast majority of policymakers (despite early acknowledgement that they exacerbate social inequality). Another unavoidable trend is the role of globalisation, neoliberalism, and the knowledge economy on education throughout the decades, with schools moving from a child-centred approach (e.g. Plowden report) to data-, economic-, and market-driven principles (and the negative impact this had on teacher recruitment and retention). Lots of interesting things here, but you really have to work hard to wade through the writing.<br/>",,,1,0,,,,,,,
54847302,Less is More: How Degrowth Will Save the World,Jason Hickel,"Hickel, Jason",,,,4,4.52,Cornerstone Digital,Kindle Edition,318,2020,2020,29/01/2023,20/01/2023,non-fiction,non-fiction (#157),read,"3.5/5. Degrowth is an approach in ecological economics which argues that we need to stop focusing on growth in order to live within planetary boundaries and create a more equal society. <br/><br/>The first part of the book lays out the history of capitalism and sketches out its worldview (enclosure, elite accumulation, artificial scarcity, exchange-value vs use-value - I found this the most interesting part). It also introduces a sort of philosophical schism between animist and dualist beliefs (e.g. Descartes' ideas of man's dominion over nature), and considers whether technology can save us from climate disaster (covering carbon capture, renewables, and the Jevons paradox). <br/><br/>The second part considers the (tenuous) relationship between GDP and human wellbeing (McKeown thesis, Easterlin paradox) and some alternative metrics like the Genuine Progress Indicator. After this comes the suggested pathway to degrowth: ending planned obsolescence, cutting advertising, shifting from ownership to usership, ending food waste, and scaling down industry. This section also deals with proposed solutions to the unemployment this would create, though not convincingly in my opinion. The final chapter was a strange amalgamation of things from previous chapters, spending a bit of time reconsidering animism. <br/><br/>This was an interesting read, though covers a lot of material in a short time, and I wish it had spent longer on concrete solutions than (sometimes repetitive) hand-wringing and vagaries. ",,,1,0,,,,,,,
59733531,Small Things Like These,Claire Keegan,"Keegan, Claire",,571368700,9.78E+12,4,4.19,Faber & Faber,Paperback,116,2022,2021,16/01/2023,14/01/2023,fiction,fiction (#227),read,"A novella set in mid-1980s Ireland about a well-respected family man, Bill Furlong, who one day discovers a girl locked up outside by nuns on a freezing December night. The story is about his cognitive dissonance in accepting a bribe from the nuns in return for his silence and his subsequent actions. Although fictional, the story draws attention to the insidious 'Magdalen laundries' for 'fallen women' operated by the Catholic church across Ireland until the late 20th century. Excellent writing.",,,1,0,,,,,,,
15733135,Chasing the Devil: On Foot through Africa's Killing Fields,Tim Butcher,"Butcher, Tim",,99532069,9.78E+12,4,4.12,Vintage 2011,Paperback,325,2011,2010,13/01/2023,31/12/2022,non-fiction,non-fiction (#156),read,"This was a good read, but I can't help comparing it to Blood River, which I read first. Chasing the Devil follows much the same format, this time retracing the steps of Barbara and Graham Greene as they trekked across Sierra Leone and Liberia in the 1930s. This time Tim is accompanied by travelmates David, Johnson, and Mr Omaru, and the book is much more introspective as he recounts his time in Liberia as a newspaper reporter. <br/><br/>Chasing the Devil employs the same mixture of travel writing and history, though the various coups and civil wars are hard to keep up with. Towards the end, the book delves briefly into the Poro secret jungle society and touches on the role of colonialism as a cause of the challenging state of many modern African countries (i.e. because Liberia was set up initially as a free country, yet nevertheless suffers untold problems). These issues I found most interesting, but got relatively little airtime. ",,,1,0,,,,,,,
2866,Girl With a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,6513204,9.78E+12,4,3.93,HarperCollins,Paperback,248,2000,1999,29/12/2022,27/12/2022,fiction,fiction (#226),read,"The Dutch Golden Age painter Johannes Vermeer painted 'Girl with a Pearl Earring' around 1665 with an alluring and photorealistic quality. It's easy to look into the girl's eyes and imagine who she might have been, where she came from, what her relationship was with the painter. This is exactly what Chevalier does with this story of Griet, a 16-year-old maid working in the Vermeer household in mid-1660s Delft. Griet is headstrong and intelligent, though inexperienced and naive, and finds herself increasingly and dangerously close to the painter as she becomes his assistant. The book is well written, and the prose is easy to follow (if a little '2D' at times). I liked the symmetry with the repeated motifs of the spinning knife and the right-pointed tiled star at the beginning and end of the novel.",,,1,0,,,,,,,
331743,Pablo Picasso 1881-1973: Genius of the Century,Ingo F. Walther,"Walther, Ingo F.",,3822896357,9.78E+12,4,4.22,Taschen America Llc,Paperback,96,1996,1990,27/12/2022,27/12/2022,non-fiction,non-fiction (#154),read,,,,1,0,,,,,,,
32603505,McGlue,Ottessa Moshfegh,"Moshfegh, Ottessa",,1784706620,9.78E+12,2,3.37,Vintage,Paperback,128,2017,2014,26/12/2022,25/12/2022,fiction,fiction (#225),read,"This was like a fever dream full of blood, bile, and booze. McGlue is an alcoholic 19th century sailor who is awaiting trial for the murder of his friend (/lover?) Johnson. Thanks to his love of the bottle and an unhealing gash in his head, McGlue has trouble recollecting the night in question and spends his time in prison teetering on the edge of reality. The writing reminded me of Blood Meridian, and I'm so glad that Moshfegh doesn't write like this any more.",,,1,0,,,,,,,
59855016,Death in Her Hands,Ottessa Moshfegh,"Moshfegh, Ottessa",,,,4,3.25,Vintage ,,259,2021,2020,24/12/2022,22/12/2022,fiction,fiction (#224),read,"I enjoyed this, and it was a quick and easy read. The story of Vesta Gul, a widow living a lonely and isolated life in New England with her canine companion. She finds a note about a supposed murder and her brain (or 'mindspace') just goes wild, inventing characters and theories. The somewhat shocking ending suggests presence of mental illness (perhaps dementia). The writing is great here - the reader is totally enveloped in Vesta's machinations and it becomes increasingly difficult to tell fact from fiction as the story reaches its end.",,,1,0,,,,,,,
19306508,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,,,4,4.37,Ebury Digital,Kindle Edition,229,2013,1959,20/12/2022,18/12/2022,non-fiction,non-fiction (#153),read,"This was a nice little read, quite uplifting and inspirational (words I never use in reviews!). Frankl retells his experiences of surviving Auschwitz as a way into logotherapy, his life's work and contribution to psychotherapy. The ideas of the book are best summed up with Nietzsche's quote: ""He who has a why to live for can bear with almost any how"". Frankl gives examples of how meaning made everyday life in the concentration camp bearable, i.e. curiosity, humour, cultivating one's mind, and clinging to 'shreds of hope'. There are definitely strong crossovers with Stoicism here, as finding meaning in suffering is also a key theme. <br/><br/>Frankl lists three ways to discover the meaning of one's life: (1) by creating a work or doing a deed; (2) by experiencing something or encountering someone; and (3) by the attitude we take toward unavoidable suffering. I also found the idea of 'tension' interesting, i.e. that there is/should be a continuous mismatch between one's present and future self (things you want to become, things you want to do, etc) as this drives a person to find meaning and do things. ",,,1,0,,,,,,,
5216044,Cry of the Kalahari,Mark  Owens,"Owens, Mark",Delia Owens,6370306,9.78E+12,4,4.32,Fontana/ Collin,Paperback,352,1986,1984,14/12/2022,13/11/2022,non-fiction,,read,"The fascinating story of Mark and Delia Owens, two American PhD students who spend seven years in the Kalahari desert in the 1970s conducting ecology research on lions and brown hyenas. At times the book felt like fiction, with a range of interesting characters and events.",,,1,0,,,,,,,
30001661,The Portable Veblen,Elizabeth Mckenzie,"Mckenzie, Elizabeth",,,,4,3.45,Fourth Estate,Paperback,423,2016,2016,04/12/2022,16/11/2022,fiction,,read,Kooky and fun!,,,1,0,,,,,,,
43212432,Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,Joshua Foer,"Foer, Joshua","Ella Morton, Dylan Thuras, Atlas Obscura",1523506482,9.78E+12,4,4.27,Workman Publishing Company,Hardcover,480,2019,2016,29/11/2022,13/08/2022,non-fiction,non-fiction (#152),read,"A (mostly) fascinating collection of the world's lesser-known sights. I found the section on the US a little bit dry, but otherwise there were some really cool places in here. I particularly liked the little boxes which talked about collections of things, e.g. Conlangs, epic film sets you can visit, and Australia's big things. Excellent coffee table book material!",,,1,0,,,,,,,
4397836,Cold War: For Forty-Five Years the World Held Its Breath,Jeremy Isaacs,"Isaacs, Jeremy",Taylor Downing,349120803,9.78E+12,4,4.27,"Little, Brown Book Group",Paperback,540,2008,1998,22/11/2022,18/10/2022,"non-fiction, history",history (#29),read,"An excellent introduction to the Cold War and to the MADness that is Mutually Assured Destruction. This book was very readable and is set out a bit like a textbook, with images and breakout boxes. I also liked how it wasn't strictly linear but rather discussed 'episodes' which overlap chronologically with other events discussed elsewhere.",,,1,0,,,,,,,
35116925,Homesick for Another World,Ottessa Moshfegh,"Moshfegh, Ottessa",,1784701505,9.78E+12,3,3.63,Vintage,Paperback,294,2018,2017,16/11/2022,07/11/2022,fiction,fiction (#223),read,"This series of bizarre short stories seemed like 'classic Moshfegh' (if that exists already!): irreverent, insalubrious, and grotesque characters living in the margins of society. I did feel a sense of disappointment at the abrupt ending of most stories, but something kept me going.",,,1,0,,,,,,,
50538538,The Vanishing Half,Brit Bennett,"Bennett, Brit",,034970144X,,3,4.15,Dialogue Books,Kindle Edition,401,2020,2020,06/11/2022,21/10/2022,fiction,fiction (#222),read,"A story about twins in 1960s Bible belt America who run away from their home town and eventually become separated from each other too and lead very different lives.<br/><br/>Mixed feelings about this one. The good: a longitudinal narrative focusing on different characters and how their paths cross over time. The bad: I struggled a bit with the premise, i.e. the idea of being black but passing for white - ""When she'd first passed over, it seemed so easy ..."", ""She'd walked in a colored girl and left a white one. She had become white only because everyone thought she was."" It also felt a little long and the ending wasn't very satisfying. ",,,1,0,,,,,,,
58367562,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,,,3,4.27,HarperCollins,Kindle Edition,260,2021,1926,16/10/2022,08/10/2022,fiction,fiction (#221),read,"Bit of a damp squib, this one. A complex storyline, a myriad of rather 2D characters, and an underwhelming conclusion.",,,1,0,,,,,,,
13558344,How Soon Is Now? The Madmen & Mavericks Who Made Independent Music (1975-2005),Richard King,"King, Richard",,571243908,9.78E+12,2,3.98,Faber & Faber,Paperback,624,2012,2012,15/10/2022,05/09/2022,non-fiction,non-fiction (#151),read,"This book is intended to be a 'survey' of independent music labels between 1975 and 2005. It covers Postcard, 4AD, Creation, Warp, Mute, Domino, and (mainly) Rough Trade, which signed artists like Joy Division, The Smiths, Depeche Mode, Sonic Youth, Dinosaur Jnr, Oasis, Moby, the Strokes, the White Stripes, and the Arctic Monkeys.  I think the major flaw of this book is its focus and framing around the record labels themselves. I found that side of it really boring and I wanted more insight into the evolution of the music industry and the battle between 'majors' and 'indies'. There was some interesting history about, e.g. the Madchester scene and the hacienda, Britpop, and the threat posed by online sharing in the early 2000s, but too much about the label founders. About 75% of the writing is just direct quotation as well, which grated on me.",,,1,0,,,,,,,
2184798,Blood River: A Journey to Africa's Broken Heart,Tim Butcher,"Butcher, Tim",,99494280,9.78E+12,5,3.98,Vintage,Paperback,363,2008,2007,08/10/2022,26/09/2022,non-fiction,non-fiction (#150),read,"""In six harrowing weeks of travel I felt I had touched the heart of Africa and found it broken."" This was a throughly excellent read about a war correspondent retracing the steps of Victorian explorer H. M. Stanley along the Congo river. It's a perfect blend of travel writing and history. ",,,1,0,,,,,,,
1933702,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",Tim Butcher,99511541,9.78E+12,3,3.43,Vintage Classics,Paperback,176,2008,1899,30/09/2022,25/09/2022,fiction,fiction (#220),read,"A difficult read due to the density of the writing and general lack of clarity as to time and space (I relied on Sparknotes for help!). But was also very evocative and, as the name suggests, dark. I read this in conjunction with Blood River by Tim Butcher who, incidentially, wrote the introduction to this edition of Heart of Darkness.",,,1,0,,,,,,,
3942075,Regeneration (Regeneration #1),Pat Barker,"Barker, Pat",,141030933,9.78E+12,2,4.02,Penguin,Paperback,252,2008,1991,20/09/2022,08/09/2022,fiction,fiction (#219),read,"What a letdown. A story based on the treatment of shell-shocked soldiers at Craiglockheart hospital in 1917, including Siegfried Sassoon and Wilfred Owen. I'm amazed how such interesting story fodder could translate into such a slow and boring book. ",,,1,0,,,,,,,
57183326,The Education Debate (Policy and Politics in the Twenty-First Century),Stephen J. Ball,"Ball, Stephen J.",,1447360133,9.78E+12,3,4.01,Policy Press,Paperback,288,2021,2008,17/09/2022,11/09/2022,non-fiction,non-fiction (#149),read,,,,1,0,,,,,,,
49090884,Tender is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",,1982150920,9.78E+12,2,3.8,Scribner,Paperback,209,2020,2017,02/09/2022,25/08/2022,fiction,fiction (#218),read,"I took a risk with this book as it's not the kind of thing I usually read. The risk did not pay off. It's set in a dystopian future where all animals have been infected with a mysterious virus, which apparently necessitates the breeding of humans for protein. Why this is the obvious or default option is never explained, and there's generally a lack of depth. It follows the perspective of a man who works in a 'special meat' processing plant who, although undergoing trauma, is utterly detestable. The writing was quite poor (it didn't adhere to the 'show, don't tell' school of thought), though this might be due in part to the translation. Contrary to what lots of reviewers say, I don't think the ending was THAT shocking, and I could see it coming near the end. ",,,1,0,,,,,,,
855233,The Member of the Wedding,Carson McCullers,"McCullers, Carson",,141182822,9.78E+12,4,3.81,Penguin,Paperback,240,2001,1946,02/09/2022,28/08/2022,fiction,fiction (#217),read,A story set in the American deep south on the cusp of the end of WWII about a girl trying to figure out her place in the world. I love McCullers' writing and her way of depicting the psyches of and interactions between different characters.,,,1,0,,,,,,,
56071,The Winter of Our Discontent,John Steinbeck,"Steinbeck, John",,141186313,9.78E+12,3,4,Gardners Books,Paperback,276,2001,1961,24/08/2022,08/08/2022,fiction,fiction (#216),read,"I struggled with this one. I love Steinbeck but I found this book difficult to understand in parts thanks to the seemingly odd language employed (especially in dialogue). To me, parts of it felt like some kind of fever dream where one sentence has no logical connection to the next. It was only at the end when things came together that I really got a sense of the story. I also think the book has a poorly written synopsis.",,,1,0,,,,,,,
40265224,Renewable Energy: A Primer for the Twenty-First Century (Columbia University Earth Institute Sustainability Primers),Professor Bruce Usher,"Usher, Professor Bruce",,231187858,9.78E+12,5,4.33,Columbia University Press,Paperback,224,2019,2019,17/08/2022,10/08/2022,non-fiction,non-fiction (#148),read,"This was an absolutely brilliant primer on renewable energy and actually made me feel hopeful for the future. It's structured really well, beginning with energy transitions of the past (wood to coal, to nuclear, to gas), and then focusing in on wind and solar. A key theme is the role of economics in the transition to renewable energy and how the 'learning curve' and economies of scale bring down the cost over time to make it gain traction and eventually reach convergence with fossil fuels. The book also uses interesting case studies such as Tesla's effect on the cost of lithium-ion batteries. I learnt about lots of interesting things like the levelised cost of electricity, capacity factors, command and control policies, the duck curve, and the Keeling curve.",,,1,0,,,,,,,
60140095,"How the World Really Works: A Scientist's Guide to Our Past, Present and Future",Vaclav Smil,"Smil, Vaclav",,,,2,3.97,Penguin,Kindle Edition,325,2022,2022,12/08/2022,31/07/2022,non-fiction,non-fiction (#147),read,"Books that try to cover a lot of material, cover grand narratives, and make things click together are difficult to pull off (though see Sapiens and Guns, Germs and Steel). Unfortunately, Vaclav Smil has not pulled it off with How the World Really Works. He is details-oriented to a fault: most of the book is pages and pages of very specific information and calculations that ironically don't add up to much.  I got the impression of a clearly knowledgeable and intelligent man just pouring his brain out onto the page with very little narrative, insight, or analysis. ",,,1,0,,,,,,,
11062778,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,,,4,4.1,Faber and Faber,Kindle Edition,570,2008,1998,06/08/2022,17/07/2022,fiction,fiction (#213),read,"The book is summed up well with the following quotation: ""You can't just sashay into the jungle aiming to change it all over to the Christian style, without expecting the jungle to change you right back."" <br/><br/>This is an epic story of an ill-fated Christion missionary expedition in the Congo on the cusp of independence in 1960. It uses a diary format to follow the experiences of an American family in unfamiliar territory: four daughters, their mother, and their psychotic fire-and-brimstone preacher father. After a series of calamitous events, the family flees the Congo and the book follows the trajectories of the daughters over the next few decades. The writing here was excellent (though at times it wasn't totally clear what was going on), and the themes of religious faith (particularly its loss), cultural differences, and language were fascinating. This is also the only book I've ever read that features my favourite animal, the okapi!!",,,1,0,,,,,,,
38770021,Becoming,Michelle Obama,"Obama, Michelle",,,,3,4.46,Penguin,Kindle Edition,464,2018,2018,27/07/2022,01/07/2022,non-fiction,non-fiction (#146),read,"This was OK, but definitely not unputdownable. It was semi-interesting from a social mobility perspective (Michelle Obama's impressive educational and career trajectory given her background), but mostly interesting for her perspective of life in the White House.",,,1,0,,,,,,,
18668627,Frog Music,Emma Donoghue,"Donoghue, Emma",,1447249771,9.78E+12,2,3.19,Picador,Paperback,403,2014,2014,13/07/2022,29/06/2022,fiction,fiction (#212),read,"Ergh, what a slog. Interesting setting, but confusing, jumbled, and too long. The skips between time points were very unclear and I lost the will to reread/check early on.",,,1,0,,,,,,,
